id	label	lon	lat
93	Sun Valley/Hailey/Ketchum, ID	-114.36503609999998	43.680876
94	Devils Lake, ND	-98.86512019999998	48.112779
95	San Diego, CA	-117.1610838	32.71573800000001
96	Abilene, TX	-99.73314390000003	32.4487364
97	Pahrump, NV	-115.98391470000001	36.208294300000006
98	Titusville, FL	-80.80755370000001	28.612218700000003
99	Mariposa, CA	-119.96628430000001	37.484937699999996
100	Key West, FL	-81.77998709999999	24.5550593
101	Westhampton, NY	-72.6662075	40.8245437
102	Morristown, NJ	-74.48154380000001	40.79676670000001
103	Washington, DC	-77.0368707	38.907192300000006
104	Bedford, MA	-71.2760089	42.4906231
105	Carlsbad, CA	-117.3505939	33.158093300000004
106	Omaha, NE	-95.93450340000003	41.25653690000001
107	Wilmington, NC	-77.8868117	34.2103894
108	Kenmore, WA	-122.24968630000001	47.758357600000004
109	San Antonio, TX	-98.49362819999999	29.4241219
110	Memphis, TN	-90.0489801	35.149534300000006
111	Salt Lake City, UT	-111.8910474	40.76077930000001
112	Baltimore, MD	-76.6121893	39.290384800000005
113	Amarillo, TX	-101.83129690000001	35.2219971
114	Indianapolis, IN	-86.15806799999999	39.768403000000006
115	Waterbury, CT	-73.0514965	41.558152500000006
116	Santa Fe, NM	-105.93779900000001	35.686975200000006
117	Easton, MD	-76.07633049999998	38.7742826
118	New London/Groton, CT	-72.07907169999999	41.3497456
119	Manassas, VA	-77.47526669999999	38.7509488
120	Hyannis, MA	-70.2881124	41.6524911
121	West Chester, PA	-75.60548819999998	39.9606643
122	Rockland, ME	-69.1089293	44.103691399999995
123	Saranac Lake/Lake Placid, NY	-73.97987129999999	44.2794911
124	Gettysburg, PA	-77.23109550000001	39.8309293
125	Nantucket, MA	-70.099451	41.2834704
126	Salisbury, MD	-75.59936920000001	38.3606736
127	West Palm Beach/Palm Beach, FL	-80.0533746	26.715342399999997
128	Chattanooga, TN	-85.3096801	35.0456297
129	Pasco/Kennewick/Richland, WA	-119.119948	46.20866830000001
130	Jefferson City, MO	-92.1735164	38.57670170000001
131	Boca Raton, FL	-80.12893209999997	26.368306399999998
132	Albany, NY	-73.7562317	42.652579300000006
133	Page, AZ	-111.4558333	36.91472220000001
134	Lexington, KY	-84.5037164	38.0405837
135	Kanab, UT	-112.5263145	37.04748549999999
136	Las Vegas, NM	-105.22279779999998	35.594213700000005
137	Bryce Canyon, UT	-112.16769470000001	37.62831610000001
138	Camarillo, CA	-119.0376023	34.216393700000005
139	San Carlos, CA	-122.26052220000001	37.5071591
140	Eagle, CO	-106.8286507	39.655263399999995
141	Truckee, CA	-120.1832533	39.327962
142	Bozeman, MT	-111.04293390000001	45.6769979
143	Broomfield, CO	-105.08665040000001	39.9205411
144	Shaw Island, WA	-122.95877499999999	48.5730164
145	Boise, ID	-116.2023137	43.615018600000006
146	Morgantown, WV	-79.95589679999998	39.629526000000006
147	Blue Bell, PA	-75.26628900000003	40.15233090000001
148	Fishers Island, NY	-72.033534	41.2554038
149	Fulton, NY	-76.41715850000001	43.3228462
150	Plymouth, MA	-70.6672621	41.9584457
151	Vero Beach, FL	-80.39727359999999	27.6386434
152	Pontiac, MI	-83.29104679999999	42.6389216
153	Fort Leonard Wood, MO	-92.1646722	37.72523150000001
154	Long Beach, CA	-118.19373949999999	33.7700504
155	Pensacola, FL	-87.21691490000002	30.421308999999987
156	Hillsboro, OR	-122.93609060000001	45.5272177
157	Jamestown, ND	-98.7084357	46.9105438
158	Fayetteville, AR	-94.15785299999997	36.0662419
159	Conroe, TX	-95.45605119999998	30.311876900000005
160	Friday Harbor, WA	-123.01712420000003	48.5342662
161	Roche Harbor, WA	-123.14879829999998	48.6098217
162	Spokane, WA	-117.4260465	47.6587802
163	College Park, MD	-76.93776000000001	38.989696699999996
164	Poughkeepsie, NY	-73.92097009999999	41.70037130000001
165	Pittsfield, MA	-73.2453824	42.45008449999999
166	Raton, NM	-104.43915320000002	36.903358100000005
167	Beloit/Janesville, WI	-89.03177649999998	42.50834820000001
168	Colorado Springs, CO	-104.82136340000001	38.83388159999999
169	Portland, ME	-70.2568189	43.6590993
170	Bakersfield, CA	-119.01871249999999	35.3732921
171	St. George, UT	-113.5684164	37.096527800000004
172	Hayden, CO	-107.26368420000001	40.4894302
173	Martinsburg, WV	-77.96388689999998	39.4562099
174	Dallas/Fort Worth, TX	-96.92091350000001	32.7078751
175	Calexico, CA	-115.49888340000001	32.6789476
176	Santa Monica, CA	-118.49119120000002	34.0194543
177	The Dalles, OR	-121.17868229999998	45.5945645
178	Lake Tahoe, CA	-120.0323507	39.0968493
179	Napa, CA	-122.286865	38.29753810000001
180	Santa Maria, CA	-120.4357191	34.9530337
181	Martha's Vineyard, MA	-70.645473	41.3804981
182	Clemson, SC	-82.83736540000001	34.683438200000005
183	Erie, PA	-80.085059	42.129224099999995
184	Albany, GA	-84.15574099999996	31.5785074
185	Richmond, VA	-77.4360481	37.5407246
186	Boulder City, NV	-114.83451170000001	35.9782216
187	Monterey, CA	-121.8946761	36.6002378
188	Rio Vista, CA	-121.6913439	38.15575020000001
189	Bridgeport, CT	-73.18943839999999	41.179225800000005
190	East Hampton, NY	-72.1848009	40.96343350000001
191	East Farmingdale, NY	-73.41678900000001	40.729266300000006
192	Salinas/Monterey, CA	-121.65550129999998	36.6777372
193	New Bern/Morehead/Beaufort, NC	-77.0347743	35.0784907
194	Scranton/Wilkes-Barre, PA	-75.848551	41.240536000000006
195	Portland, TN	-86.5163833	36.5817089
196	Sanford, ME	-70.77428040000001	43.439162700000004
197	Eugene, OR	-123.08675360000001	44.0520691
198	Santa Rosa, CA	-122.71405480000001	38.440428999999995
199	Newport News/Williamsburg, VA	-76.7074571	37.27070220000001
200	McPherson, KS	-97.66420869999999	38.37084149999999
201	Arlington, TX	-97.10806559999997	32.735687
202	Columbia, SC	-81.03481440000002	34.0007104
203	Fresno, CA	-119.78712470000002	36.737798100000006
204	Llano, TX	-98.67503789999995	30.759345199999988
205	Whitmore, AZ	-113.20131930000001	36.144426599999996
206	Bemidji, MN	-94.88268609999999	47.471573
207	Sioux City, IA	-96.40494079999999	42.4963416
208	Myrtle Beach, SC	-78.8866943	33.6890603
209	Hilton Head, SC	-80.752608	32.216316000000006
210	Minot, ND	-101.29229060000002	48.23296680000001
211	New Bedford/Fall River, MA	-70.934205	41.63621520000001
212	Bismarck/Mandan, ND	-100.88957609999999	46.8266603
213	Columbus, GA	-84.98770940000001	32.4609764
214	Salmon, ID	-113.89590079999999	45.175754700000006
215	Bishop, CA	-118.39966360000003	37.3614238
216	Elizabeth City, NC	-76.2510461	36.294600800000005
217	Atlantic City, NJ	-74.42292660000001	39.36428339999999
218	Fort Dodge, IA	-94.16801579999998	42.49746939999999
219	San Bernardino, CA	-117.2897652	34.108344900000006
220	Wichita Falls, TX	-98.4933873	33.9137085
221	Gulfport/Biloxi, MS	-89.0928155	30.367419799999997
222	Fargo, ND	-96.78980340000001	46.8771863
223	Bangor, ME	-68.77122570000002	44.8016128
224	Bristol/Johnson City/Kingsport, TN	-82.18874439999996	36.595105900000014
225	Greensboro/High Point, NC	-80.0053176	35.9556923
226	Harrisburg, PA	-76.88670079999999	40.273191100000005
227	Burlington, VT	-73.21207199999998	44.4758825
228	Bullhead City, AZ	-114.52859809999998	35.13593860000001
229	Lincoln, NE	-96.7025955	40.813615999999996
230	Sioux Falls, SD	-96.73126500000002	43.546022300000004
231	Lake Charles, LA	-93.2173758	30.2265949
232	Sanford, FL	-81.26945300000001	28.802861200000002
233	Grand Forks, ND	-97.0328547	47.92525680000001
234	Columbus, MS	-88.42726270000001	33.4956744
235	Newark, NJ	-74.17236669999998	40.735657
236	Everett, WA	-122.2020795	47.9789848
237	Provo, UT	-111.65853369999999	40.2338438
238	Allentown/Bethlehem/Easton, PA	-75.5043761	40.583363899999995
239	Melbourne, FL	-80.60810889999996	28.083626899999995
240	Lafayette, IN	-86.87528689999996	40.4167022
241	Biloxi, MS	-88.88530779999996	30.3960318
242	Victoria, TX	-97.0035982	28.8052674
243	Topeka, KS	-95.67515759999996	39.0473451
244	Parkersburg, WV	-81.5615135	39.266741800000005
245	Alexandria, LA	-92.4451371	31.311293600000003
246	Moline, IL	-90.51513419999998	41.506700300000006
247	Altoona, PA	-78.3947359	40.5186809
248	Rapid City, SD	-103.23101490000002	44.080543399999996
249	College Station/Bryan, TX	-96.49297969999999	30.825146999999998
250	Mason City, IA	-93.20103669999999	43.153572800000006
251	Norwood, MA	-71.19896949999999	42.1943909
252	Casper, WY	-106.3251749	42.8500769
253	Durango, CO	-107.8800667	37.27528
254	Knoxville, TN	-83.9207392	35.9606384
255	Roanoke, VA	-79.94142660000003	37.2709704
256	Grand Island, NE	-98.3420118	40.92639570000001
257	Garden City, KS	-100.87266179999999	37.97168979999999
258	Baton Rouge, LA	-91.18714659999998	30.451467700000002
259	Macon, GA	-83.63240219999999	32.84069459999999
260	San Angelo, TX	-100.4370375	31.463772299999995
261	Mobile, AL	-88.0398912	30.695365700000004
262	Augusta, GA	-82.01051480000001	33.4734978
263	Lansing, MI	-84.5555347	42.73253500000001
264	Great Falls, MT	-111.30077149999998	47.5052849
265	Dayton, OH	-84.19160690000001	39.7589478
266	Charleston/Dunbar, WV	-81.73734850000001	38.3606509
267	Eau Claire, WI	-91.4984941	44.81134899999999
268	Billings, MT	-108.50069040000001	45.7832856
269	Springfield, MO	-93.29229889999998	37.20895720000001
270	Waco, TX	-97.14666950000002	31.549332999999997
271	Killeen, TX	-97.72779589999998	31.117119400000004
272	Daytona Beach, FL	-81.02283309999999	29.210814700000004
273	Aberdeen, SD	-98.4864829	45.4646985
274	Grand Junction, CO	-108.5506486	39.0638705
275	Mosinee, WI	-89.70317840000001	44.79302320000001
276	Dubuque, IA	-90.66546749999998	42.50226610000001
277	DuBois, PA	-78.7583257	41.1210115
278	South Bend, IN	-86.25198979999999	41.6763545
279	Cedar Rapids/Iowa City, IA	-91.66562320000001	41.97787949999999
280	Burlington, IA	-91.11289009999999	40.8076529
281	Sarasota/Bradenton, FL	-82.53065269999999	27.3364347
282	Peoria, IL	-89.5889864	40.693648800000005
283	Ironwood, MI	-90.17100809999998	46.45466979999999
284	Montrose/Delta, CO	-107.91380340000002	38.5204869
285	Meridian, MS	-88.70365600000001	32.3643098
286	Savannah, GA	-81.09120300000002	32.0808989
287	Fayetteville, NC	-78.87835849999996	35.052664099999994
288	Lafayette, LA	-92.0198427	30.2240897
289	Harrison, AR	-93.1076765	36.22979360000001
290	Toledo, OH	-83.53786740000001	41.6528052
291	Rockford, IL	-89.09399520000001	42.271131100000005
292	Fort Wayne, IN	-85.13935129999999	41.079273
293	Traverse City, MI	-85.62063169999998	44.76305670000001
294	Manhattan/Ft. Riley, KS	-96.57166939999999	39.183608199999995
295	Tallahassee, FL	-84.28073289999996	30.4382559
296	Fort Collins/Loveland, CO	-105.07498009999999	40.3977612
297	Telluride, CO	-107.8122852	37.9374939
298	Johnstown, PA	-78.92196980000001	40.326740699999995
299	Akron, OH	-81.51900529999999	41.08144469999999
300	Hibbing, MN	-92.93768870000001	47.427154599999994
301	Peach Springs, AZ	-113.425491	35.52915890000001
302	El Dorado, AR	-92.66626740000001	33.20763
303	Asheville, NC	-82.5514869	35.59505810000001
304	Kalispell, MT	-114.31681300000001	48.191988900000005
305	Madison, WI	-89.40123020000001	43.0730517
306	Lancaster, PA	-76.3055144	40.0378755
307	Fort Drum, NY	-75.7487779	44.058048199999995
308	Athens, GA	-83.357567	33.951934699999995
309	Missoula, MT	-113.99403140000001	46.8721284
310	Ogdensburg, NY	-75.48633640000001	44.6942291
311	Owensboro, KY	-87.11116760000002	37.771907399999996
312	Carlsbad, NM	-104.22883749999998	32.4206736
313	Duluth, MN	-92.1004852	46.786671899999995
314	Jackson, TN	-88.81394689999998	35.614516900000005
315	Shreveport, LA	-93.7501789	32.52515160000001
316	La Crosse, WI	-91.25190169999999	43.8137751
317	Cortez, CO	-108.5859265	37.3488827
318	Huntsville, AL	-86.58610370000001	34.73036880000001
319	St. Petersburg, FL	-82.64029149999999	27.767600799999997
320	Lebanon-Hanover, NH	-72.2517569	43.6422934
321	Muscle Shoals, AL	-87.66752919999999	34.7448112
322	Greenville, MS	-91.0377029	33.399660999999995
323	Riverside, CA	-117.37549419999999	33.980600499999994
324	Hancock/Houghton, MI	-88.5809563	47.1268714
325	Chicopee Falls, MA	-72.57592179999999	42.1520377
326	Westfield, MA	-72.749538	42.12509290000001
327	Ashland, WV	-81.3526016	37.4084488
328	Columbia, MO	-92.3340724	38.9517053
329	Monroe, LA	-92.1193012	32.50931090000001
330	Lynchburg, VA	-79.14224639999998	37.4137536
331	Laramie, WY	-105.59110070000001	41.311366899999996
332	State College, PA	-77.8600012	40.79339490000001
333	Ogden, UT	-111.9738304	41.223000000000006
334	Augusta/Waterville, ME	-69.7038278	44.44991530000001
335	Gainesville, FL	-82.32482619999998	29.651634400000003
336	Gastonia, NC	-81.18730049999998	35.26208200000001
337	Champaign/Urbana, IL	-88.2433829	40.116420399999996
338	Marion/Herrin, IL	-89.02757439999998	37.803105599999995
339	Logan, UT	-111.8338359	41.736980300000006
340	Greenville, NC	-77.3663538	35.612660999999996
341	Valparaiso, FL	-86.50272819999996	30.508530899999997
342	Hickory, NC	-81.3444573	35.734453800000004
343	Mission/McAllen/Edinburg, TX	-98.1775638	26.2336971
344	Hattiesburg/Laurel, MS	-89.335421	31.468238999999993
345	Bloomington, IN	-86.52638569999998	39.16532500000001
346	Green Bay, WI	-88.01329580000001	44.51331880000001
347	Punta Gorda, FL	-82.0453664	26.929783599999997
348	Watertown, SD	-97.1150732	44.8994088
349	Rutland, VT	-72.9726065	43.6106237
350	Tupelo, MS	-88.7033859	34.257606599999995
351	Glendive, MT	-104.7107931	47.106401
352	Massena, NY	-74.89186500000001	44.92810490000001
353	Portsmouth, NH	-70.76255320000001	43.071755200000005
354	Tuscaloosa, AL	-87.56917349999999	33.2098407
355	Clarksburg/Fairmont, WV	-80.14257809999998	39.485084799999996
356	McCook, NE	-100.62487409999999	40.196670100000006
357	Victorville, CA	-117.2927641	34.5362184
358	Bend/Redmond, OR	-121.30335099999999	44.069771
359	Bowling Green, KY	-86.4808043	36.968521900000006
360	Rochester, MN	-92.4801989	44.012122100000006
361	Newburgh/Poughkeepsie, NY	-73.74778570000001	41.62309890000001
362	Lewisburg, WV	-80.44563029999999	37.801787899999994
363	Presque Isle/Houlton, ME	-67.84135020000001	46.129878700000006
364	Alliance, NE	-102.8702006	42.0930235
365	St. Cloud, MN	-94.16324039999998	45.5579451
366	Manistee/Ludington, MI	-86.45282259999998	43.955330200000006
367	Appleton, WI	-88.41538469999999	44.26193090000001
368	Montgomery, AL	-86.30773679999999	32.3792233
369	Jacksonville/Camp Lejeune, NC	-77.43024140000001	34.7540524
370	Laredo, TX	-99.50755190000001	27.5035613
371	Flagstaff, AZ	-111.65130199999999	35.1982836
372	Yakima, WA	-120.50589869999999	46.6020711
373	Bar Harbor, ME	-68.2039123	44.387611899999996
374	Grand Canyon, AZ	-112.1401108	36.05444449999999
375	Cheyenne, WY	-104.8202462	41.139981399999996
376	Iron Mountain/Kingsfd, MI	-88.07207059999999	45.79495610000001
377	Thief River Falls, MN	-96.18114729999998	48.11913530000001
378	Niagara Falls, NY	-79.03773879999999	43.09621430000001
379	Bradford, PA	-78.64916300000002	41.9564953
380	Merced, CA	-120.4829677	37.3021632
381	Provincetown, MA	-70.1846012	42.0547136
382	Havre, MT	-109.68408869999999	48.549999
383	Jonesboro, AR	-90.70427900000001	35.842296700000006
384	Staunton, VA	-79.0716958	38.149576
385	Clovis, NM	-103.20522720000001	34.4047987
386	Liberal, KS	-100.92099900000001	37.043081199999996
387	Evansville, IN	-87.5710898	37.9715592
388	Elmira/Corning, NY	-76.96153100000001	42.12877360000001
389	Chadron, NE	-102.99990690000001	42.829418700000005
390	Pendleton, OR	-118.7885967	45.67207500000001
391	El Centro, CA	-115.5630514	32.79200000000001
392	Wolf Point, MT	-105.64055660000001	48.090573600000006
393	Latrobe, PA	-79.37948109999996	40.3211808
394	Yuma, AZ	-114.6276916	32.69265120000001
395	Quincy, IL	-91.4098726	39.9356016
396	Salina, KS	-97.6114237	38.84028049999999
397	International Falls, MN	-93.40406790000002	48.60231490000001
398	Bellingham, WA	-122.4786854	48.7519112
399	Show Low, AZ	-110.02983269999999	34.254208399999996
400	Bloomington/Normal, IL	-88.86469799999999	40.5478429
401	Glasgow, MT	-106.63671269999999	48.196963700000005
402	Pullman, WA	-117.18173769999999	46.72977710000001
403	Hot Springs, AR	-93.0551795	34.5037004
404	Dodge City, KS	-100.0170787	37.75279820000001
405	Crescent City, CA	-124.2025913	41.75575010000001
406	Kirksville, MO	-92.58324960000002	40.1947539
407	Sault Ste. Marie, MI	-84.34758760000001	46.49771150000001
408	Gary, IN	-87.3371523	41.602040300000006
409	Muskegon, MI	-86.24839209999998	43.2341813
410	Beckley, WV	-81.1881557	37.77817020000001
411	Kearney, NE	-99.0816784	40.69933030000002
412	Hobbs, NM	-103.13604029999999	32.702611600000004
413	Decatur, IL	-88.9548001	39.8403147
414	Waterloo, IA	-92.34257749999998	42.492786
415	Hays, KS	-99.32677019999998	38.87917830000001
416	Marquette, MI	-87.39537129999998	46.5436199
417	Alamosa, CO	-105.8700214	37.4694491
418	Joplin, MO	-94.51328099999999	37.0842271
419	Plattsburgh, NY	-73.4529124	44.6994873
420	Concord, CA	-122.0310733	37.977977599999996
421	Pueblo, CO	-104.6091409	38.254447199999994
422	North Bend/Coos Bay, OR	-124.2242803	43.4065012
423	Cape Girardeau, MO	-89.51814759999998	37.3058839
424	Jackson, WY	-110.7624282	43.4799291
425	Prescott, AZ	-112.4685025	34.5400242
426	Kalamazoo, MI	-85.58722860000002	42.29170690000001
427	Vernal, UT	-109.52874789999998	40.45551570000001
428	Binghamton, NY	-75.91797380000003	42.098686699999995
429	San Luis Obispo, CA	-120.65961560000001	35.28275240000001
430	Flint, MI	-83.6874562	43.012527399999996
431	Fort Smith, AR	-94.39854749999998	35.3859242
432	Alpena, MI	-83.43275279999999	45.061679399999996
433	Paducah, KY	-88.60004779999998	37.0833893
434	Sidney, MT	-104.15632529999999	47.716683599999996
435	North Platte, NE	-100.76014540000001	41.140275900000006
436	Scottsbluff, NE	-103.66716620000001	41.8666341
437	Concord, NC	-80.579511	35.4087517
438	Escanaba, MI	-87.06458010000001	45.745246599999994
439	Riverton/Lander, WY	-108.38314199999999	43.0249979
440	Branson, MO	-93.21851439999999	36.6436731
441	Cedar City, UT	-113.0618931	37.677476899999995
442	Ithaca/Cortland, NY	-76.21527520000001	42.59071980000001
443	Rock Springs, WY	-109.2029043	41.58746439999999
444	Belleville, IL	-89.98399350000001	38.5200504
445	Westerly, RI	-71.82728709999998	41.3775987
446	Helena, MT	-112.03910570000001	46.589145200000004
447	Gunnison, CO	-106.9253207	38.545824599999996
448	Medford, OR	-122.8755949	42.32651520000001
449	Block Island, RI	-71.55760450000001	41.172137000000006
450	Watertown, NY	-75.91075649999999	43.9747838
451	Moab, UT	-109.5498395	38.57331550000001
452	Rhinelander, WI	-89.4120753	45.636622800000005
453	Arcata/Eureka, CA	-124.10658249999999	40.9709197
454	Dickinson, ND	-102.78962420000002	46.8791756
455	Sheridan, WY	-106.9561791	44.79719390000001
456	Idaho Falls, ID	-112.0407584	43.492660699999995
457	Brainerd, MN	-94.2020084	46.3526733
458	Saginaw/Bay City/Midland, MI	-84.24669050000001	43.6524942
459	Jackson/Vicksburg, MS	-90.87457579999999	32.352230399999996
460	Hagerstown, MD	-77.71999319999999	39.6417629
461	Elko, NV	-115.76312320000002	40.8324211
462	Stockton, CA	-121.29077960000001	37.95770159999999
463	Butte, MT	-112.53477749999999	46.0038232
464	Pierre, SD	-100.35375219999999	44.36678759999999
465	Mary Esther, FL	-86.6630098	30.4099215
466	Springfield, IL	-89.65014809999998	39.78172130000001
467	Fort Jefferson, FL	-82.87318529999999	24.6287053
468	Pellston, MI	-84.7839364	45.552789
469	Gillette, WY	-105.5022205	44.2910915
470	Redding, CA	-122.39167540000001	40.5865396
471	Cody, WY	-109.05653079999999	44.5263422
472	Longview, TX	-94.74048909999999	32.5007037
473	Lewiston, ID	-117.00118900000001	46.4004089
474	Walla Walla, WA	-118.3430208	46.0645809
475	Texarkana, AR	-94.0376881	33.441791499999994
476	Beaumont/Port Arthur, TX	-94.1265562	30.080174
477	Lawton/Fort Sill, OK	-98.41842240000001	34.59383590000001
478	Brunswick, GA	-81.49148939999999	31.1499528
479	Roswell, NM	-104.52302420000001	33.394265499999996
480	Pocatello, ID	-112.45061910000001	42.862104200000005
481	Williston, ND	-103.6179745	48.146968300000005
482	Twin Falls, ID	-114.4700518	42.5558381
483	Valdosta, GA	-83.27848509999998	30.832702199999996
484	Dothan, AL	-85.39048879999999	31.2232313
485	Tyler, TX	-95.30106239999998	32.35126009999999
486	Wenatchee, WA	-120.3103494	47.423459900000005
487	Montauk Point, NY	-71.95451460000002	41.03593530000001
488	Belmar/Farmingdale, NJ	-74.12166599999999	40.180725900000006
489	Stuart, FL	-80.2528257	27.197548
490	Nacogdoches, TX	-94.65600400000001	31.603945500000002
491	Lake Placid, NY	-73.97987129999999	44.2794911
492	Ada, OK	-96.67834489999998	34.774531
493	Olathe, KS	-94.81912849999999	38.8813958
494	Mountain View, CA	-122.08385109999999	37.386051699999996
495	Oxnard/Ventura, CA	-119.1770516	34.197504800000004
496	Toms River, NJ	-74.1979458	39.953735800000004
497	Mammoth Lakes, CA	-118.972079	37.648546
498	Lompoc, CA	-120.45794090000001	34.63915010000001
499	Tunica, MS	-90.38287689999999	34.6845455
500	Ocala, FL	-82.14009229999998	29.187198600000002
501	Taos, NM	-105.5733788	36.4072134
502	Wendover, UT	-114.0375102	40.7371524
503	Worcester, MA	-71.8022934	42.2625932
504	Williamsport, PA	-77.00107860000001	41.2411897
505	Del Rio, TX	-100.8958674	29.3708857
506	Florence, SC	-79.7625625	34.1954331
507	Deer Harbor, WA	-122.9990836	48.6301809
508	West Yellowstone, MT	-111.1041092	44.6621493
509	Renton, WA	-122.2079218	47.4796927
510	Marietta, GA	-84.5499327	33.95260200000001
511	Fort Huachuca, AZ	-110.3499216	31.5552157
512	Marble Canyon, AZ	-111.6373384	36.816235
